id,userid,title,description: Add in contextual info here. Do not repeat the title.,Source Event,Activity,Start time [yyyy],End time [yyyy],Location,Agent,Genre,Style & Movement,Object,Label,Value,Annotation URI,ca_sec_id,,EOL
event216,user2,Denis Mahon travelled to Berlin with his schoolfriend Mr Tony Rumbold.,,sourceevent237,Travel,1929,,Berlin,"Mahon, Denis|British Ambassador to Germany|Rumbold, Tony",,,,,,,4dde08d2-c6e4-11e2-8753-002590937d1c,,EOL
event215,user2,Denis Mahon celebrated Christmas in the British Ambassador's residence in Berlin.,,sourceevent236,Celebrate,1929,,Berlin,"Mahon, Denis|British Ambassador to Germany|Rumbold, Tony",,,,,,,4daa47e0-c6e4-11e2-8753-002590937d1c,,EOL
event214,user2,"A. D. Kissack took a portrait photograph of Denis Mahon in Eton, Windsor",,sourceevent235,Photograph,1928,1929,Eton,"Mahon, Denis",,,,,,,4d24412c-c6e4-11e2-8753-002590937d1c,,EOL
event212,user2,Dr Nikolaus Pevsner tutored Denis Mahon in art history.,Lady Alice Mahon recorded the cost in her account book.,sourceevent233,Teach,1934,,London,"Pevsner, Nikolaus|Mahon, Denis|Mahon, Lady Alice",,,,,,,4cda0ce2-c6e4-11e2-8753-002590937d1c,,EOL
event211,user2,Nikolaus Pevsner wrote The Buildings of England,,sourceevent232,Publish,1951,1974,London,"Pevsner, Nikolaus",,,,,,,4ca619d2-c6e4-11e2-8753-002590937d1c,,EOL
event210,user2,"Nikolaus Pevsner suggested that Denis Mahon study the neglected Bolognese painter, Guercino",,sourceevent231,Research,1934,,London,"Mahon, Denis|Guercino|Pevsner, Nikolaus",,Baroque,,,,,4c74ef56-c6e4-11e2-8753-002590937d1c,,EOL
event209,user2,"Denis Mahon made the decision to concentrate on researching the neglected artist, Guercino.","The Bolognese artist, Giovanni Francesco Barbieri (1591-1666), nicknamed ‘Guercino' (meaning ‘The Squinter', because he was cross-eyed), became a particular interest of Mahon's.",sourceevent230,Research,1934,,London,"Mahon, Denis|Guercino",,Baroque,,,,,4c33b860-c6e4-11e2-8753-002590937d1c,,EOL
event208,user2,Denis Mahon' published Studies in Seicento Art and Theory  in London.,"Mahon's seminal publication on seventeenth-century Italian art is made up of a series of essays concerning the work of the artists Guercino, the Carracci brothers and the writings of the Bolognese art theorist Giovanni Battista Agucchi (1570-1632). This publication played a significant role in highlighting a period of art history that had long been neglected and helped to re-establish the importance and generate a renewed interest in the Italian baroque.",sourceevent229,Publish,1947,,London,"Mahon, Denis",,,Studies in Seicento Art and Theory,,,,4c027c28-c6e4-11e2-8753-002590937d1c,,EOL
event207,user2,Richard Lassels' book The Voyage of Italy was published posthumously in Paris.,"Richard Lassels, 'The voyage of Italy, or a complete journey through Italy. In two parts. With the characters of the people, and the description of the chief towns, churches, monasteries, tombs, libraries, palaces, villas, gardens, pictures, statues and antiquities', (Paris 1670)",sourceevent228,Publish,1670,,Paris,"Lassels, Richard",,,The Voyage of Italy,,,,4bb65780-c6e4-11e2-8753-002590937d1c,"Richard Lassels, 'The voyage of Italy, or a complete journey through Italy. In two parts. With the characters of the people, and the description of the chief towns, churches, monasteries, tombs, libraries, palaces, villas, gardens, pictures, statues and antiquities', (Paris 1670)",EOL
event205,user2,J.A. Calvi published his biography of Guercino in Bologna.,"Notizie della vita, e delle opere del cavaliere Gioan Francesco Barbieri, detto Il Guercino da Cento, celebre pittore, (Bologna 1808). Guercino's account book, preserved in the Biblioteca Communale del l'Archiginnasio, Bologna, was first published in this volume by J. A. Calvi.",sourceevent223,Publish,1808,,Bologna,"Calvi, Jacopo Alessandro|Guercino",,,Notizie della vita...Gioan Francesco Barbieri,,,,4b57906a-c6e4-11e2-8753-002590937d1c,"Notizie della vita, e delle opere del cavaliere Gioan Francesco Barbieri, detto Il Guercino da Cento, celebre pittore, (Bologna 1808). Guercino's account book, preserved in the Biblioteca Communale del l'Archiginnasio, Bologna, was first published in this volume by J. A. Calvi.",EOL
event204,user2,The second edition of Giovanni Pietro Bellori's Lives of the Modern Painters was published in Rome.,"First published in 1672, Bellori's Lives of the Modern Painters was influential in consolidating and promoting the theoretical case for classical idealism in art. As an art historical biographer, he favoured classicising artists rather than Baroque artists to the extent of omitting some of the key artistic figures of 17th century art altogether.",sourceevent222,Publish,1728,,Rome,"Bellori, Giovanni Pietro",,,Lives of the Modern Painters,,,,4af8dd36-c6e4-11e2-8753-002590937d1c,,EOL
event2029,user23,Claude Monet joined the Paris studio of the academic history painter Charles Gleyre,,sourceevent2029,Study,1862,,,"Gleyre, Charles|Monet, Claude",,,,,,,e9f3d24c-ea43-11e2-8753-002590937d1c,,EOL
event2028,user23,"Société Anonyme des Artistes Peintres, Sculpteurs, Graveurs is founded by Claude Monet and the Impressionists",,sourceevent2028,Found,1874,,,"Monet, Claude|Renoir, Auguste|Sisley, Alfred|Pissarro, Camille|Degas, Edgar| Morisot, Berthe",,,,,,,eb63ed42-ea43-11e2-8753-002590937d1c,,EOL
event2027,user23,Claude Monet is stationed in Algeria for military service,Monet serves a year of military service in Algeria but is released due to illness.,sourceevent2027,Military Service,1861,1862,,"Monet,Claude",,,,,,,ebd84250-ea43-11e2-8753-002590937d1c,,EOL
event2026,user23,Claude Monet moves to Paris,"In the autumn of 1862, Monet obtained his father's permission to study art in Paris, where he entered the atelier of the academician Charles Gleyre, studying with him intermittently until c. 1864.",sourceevent2026,Relocate,1862,,,"Monet,Claude|Gleyre, Charles",,,,,,,ec44aada-ea43-11e2-8753-002590937d1c,,EOL
event2025,user23,Claude Monet studies under Dutch landscape painter Johann Barthold Jongkind,"Of great consequence for Monet's development was the friendship and <br >informal tutelage of the Dutch landscape painter Johann Barthold <br >Jongkind, whom Monet met in 1862. The combined teaching of Boudin and <br >Jongkind proved formative for Monet's future direction as a landscape <br >painter.",sourceevent2025,Acquaint,1862,,,"Monet,Claude|Jongkind, Johann Barthold",,,,,,,47680b1a-c711-11e2-8753-002590937d1c,,EOL
event2024,user23,Claude Monet is accepted into the Paris Salon,"Two landscapes, deriving from his first year of active production in 1864 and worked up on a large scale, earned Claude Monet, on his first attempt, admission to the Salon of 1865: the 'Seine Estuary at Honfleur' (1865) and 'Pointe de la Hève at Low Tide' (1865).",sourceevent2024,Accept,1865,,Paris,"Monet,Claude",,,,,,,46ec039e-c711-11e2-8753-002590937d1c,,EOL
event2023,user23,The term 'Impressionism' is coined,"Claude Monet's 'Impression, Sunrise' (Musée Marmottan Monet, Paris) exhibited in 1874, gave the Impressionist movement its name when the critic Louis Leroy accused it of being a sketch or ""impression,"" not a finished painting.",sourceevent2023,Name,1874,,,"Monet, Claude|Leroy, Louis",,,,,,,4685a3f6-c711-11e2-8753-002590937d1c,,EOL
event2022,user23,Birth of Claude Monet,,sourceevent2022,Birth,1840,,,"Monet, Claude",,,,,,,46158e4a-c711-11e2-8753-002590937d1c,,EOL
event2021,user23,Death of Claude Monet,,sourceevent2021,Death,1926,,,"Monet, Claude",,,,,,,45d639de-c711-11e2-8753-002590937d1c,,EOL
event2020,user23,Claude Monet marries Camille Doncieux,"Claude Monet marries his mistress and mother of his son, Camille Doncieux on 28 June 1870.",sourceevent2020,Marry,1870,,,"Monet, Claude|Doncieux, Camille",,,,,,,456be5ac-c711-11e2-8753-002590937d1c,,EOL
event202,user2,Three volumes of Filippo Baldinucci's Notizie were published posthumously in Florence.,"Filippo Baldinucci, Notizie de' professori del disegno da Cimabue, in qua secolo V. dal 1610 al 1670, (Florence 1728)",sourceevent220,Publish,1681,,Florence,"Baldinucci, Filippo",,,"Filippo Baldinucci, Notizie de' professori del disegno da Cimabue, in qua secolo V. dal 1610 al 1670, (Florence 1728)",,,,4aafa09e-c6e4-11e2-8753-002590937d1c,,EOL
event2019,user23,Claude Monet moves to Argenteuil,"Claude Monet settled in Argenteuil in 1870, a growing industrial town and boating centre on the Seine to the west of Paris, which was to be his home until 1878",sourceevent2019,Relocate,1870,,Argenteuil,"Monet, Claude",,,,,,,45099460-c711-11e2-8753-002590937d1c,,EOL
event2018,user23,Claude Monet moves to Giverney,,sourceevent2018,Relocate,1883,,Giverney,"Monet, Claude",,,,,,,44b52cae-c711-11e2-8753-002590937d1c,,EOL
event2017,user23,Claude Monet travels to London to escape the Franco-Prussian War,"Monet was at Trouville on his honeymoon when war was declared on the 15th July 1870- and on the 9th September he still had no immediate plans for crossing the Channel. He probably left for London between September and November. Presumably he fled to avoid military service, and he would not have been liable for call-up until 2nd November. In London he exhibited one of his works, Sea Shore at Trouvill, at an exhibition held for the Distressed Peasantry of France which opened on the 17th December 1870.",sourceevent2017,Travel,1870,,London,"Monet, Claude",,,,,,,445d8738-c711-11e2-8753-002590937d1c,,EOL
event2016,user23,First Impressionist Exhibition,"The rejection of Monet's painting 'Women in the Garden' (1866; Musée d'Orsay, Paris) to the Annual Paris Salon, inspired Monet to join with Edgar Degas, Édouard Manet, Camille Pissarro, Renoir, and others in establishing an independent exhibition in 1874. The exhibition opened in Paris on April 15th and was held at 35 Boulevard des Capucines on the top floor and former studio of the photographer Gaspard-Felix Tournachon, better known as Nadar. Impression: Sunrise (1873; Musée Marmottan Monet, Paris), one of Monet's contributions to this exhibition, drew particular scorn for the unfinished appearance of its loose handling and indistinct forms. Yet the artists saw the criticism as a badge of honor, and subsequently called themselves ""Impressionists"" after the painting's title, even though the name was first used derisively.",sourceevent2016,Exhibit,1874,,Paris,"Monet, Claude|Degas, Edgar| Manet, Édouard|Pissaro, Camille|Renoir, Auguste",,,,,,,441d3598-c711-11e2-8753-002590937d1c,,EOL
event2015,user23,Claude Monet's painting is rejected by Paris Salon,"The rejection of his more ambitious works, notably the large-scale Women in the Garden (1866; Musée d'Orsay, Paris), inspired Monet to join with Edgar Degas, Édouard Manet, Camille Pissarro, Renoir, and others in establishing an independent exhibition in 1874.",sourceevent2015,Rejection,1866,,Paris,"Monet, Claude|Paris Salon",,,,,,,438a6e3e-c711-11e2-8753-002590937d1c,,EOL
event2014,user23,Claude Monet begins to paint Plein Air,"In about 1864 Monet took his easel into the streets of Honfleur, near Le Havre, to paint on site a view of the Rue de la Bavolle",sourceevent2014,Paint,1864,,Honfleur,"Monet, Claude",,,,,,,433bf39e-c711-11e2-8753-002590937d1c,,EOL
event2013,user23,Claude Monet attends his first Salon Exhibit,"In May 1859 Monet went to Paris to see the Salon Exhibition which had opened on April 15. It was here that he became further enamoured with the landscape genre. In that year, writing to Boudin form the capital Monet singled out for praise the landscapes he saw at the Salon by Charles Francois Daubigny, Constant Troyon, Theodore Rousseau and Camille Corot. Troydon's paintings were particularly attractive to Monet, who greatly admired the older artist's ability to capture the fleeting effects of clouds, sunlight and atmosphere.",sourceevent2013,Exhibit,1859,,Paris,"Monet, Claude",,,,,,,42f0ba8c-c711-11e2-8753-002590937d1c,,EOL
event2012,user23,The Monet Family move to Le Havre with their young son Claude,"Monet's family moved to Le Havre when he was quite young. The bustling seaside town was to have a great impact on the young artists oeuvre, not only with regard to the landscape but also the people. Monet began creating caricatures of the towns inhabitants. He is thought to have been approached by the publisher Carjata with an offer of employment.",sourceevent2012,Relocate,1845,,Le Havre,"Monet, Claude",,,,,,,42afe2be-c711-11e2-8753-002590937d1c,,EOL
event2011,user23,Claude Monet meets the Marine painter Eugene Boudin,"In 1857, when he was sixteen, Monet met the marine painter Eugene Boudin who took an interest in the young man and invited him along to paint in the open air. Later, Monet said that the experience was a revelatory one for him: "" Boudin, with untiring kindness undertook my education. My eyes were finally opened and I really understood nature; I learned at the same time to love it"". Boudin became Monet's unofficial teacher for several years, and his gift for painting skies was matched by the talents of the younger artist.",sourceevent2011,Acquaint,1857,,,"Monet, Claude|Boudin, Eugene",,,,,,,4259122c-c711-11e2-8753-002590937d1c,,EOL
event2010,user23,Claude Monet begins painting in series,"At the beginning of 1877, Claude Monet turned his attention back to the city of Paris and took up a subject that had attracted Manet and Caillebotte in the immediately preceding years; he obtained permission to paint at St-Lazare Station (at the Paris end of the line from Argenteuil), where he produced a dozen views of the station and its surroundings, several of which appeared at the Third Impressionist Exhibition in the spring, for example La Gare St-Lazare. This marked the start of a sequence of Series Paintings, culminating the the Waterlily Series.",sourceevent2010,Paint,1877,,Paris,"Monet, Claude",,,,,,,41edbbee-c711-11e2-8753-002590937d1c,,EOL
event2009,user23,Claude Monet separates himself from his Impressionist Colleagues,"In 1878 the fortunes of Monet and the Impressionists declined sharply. An auction sale of Jean-Baptiste Faure's collection of Impressionist paintings brought low prices and Monet set up a joint household with his buyer Ernest Hoschedés at Vétheuil on the Seine, about 65 km from Paris. Camille died in September 1879, and, as Ernest Hoschedé soon began to spend most of his time in Paris attempting to renew his fortunes, Monet was left as the head of a household including Ernest Hoschedé's wife Alice (his unacknowledged lover) and eight children. Harassed by a combination of personal loss and commitments and acutely beset by financial worries, Monet separated himself from his Impressionist colleagues, his work appearing at the fourth group show in 1879 only through the intercession of Caillebotte.",sourceevent2009,Separate,1879,,,"Monet, Claude|Impressionist Group",,,,,,,41a6a308-c711-11e2-8753-002590937d1c,,EOL
event2008,user23,Claude Monet goes on painting trips to the Normandy Coast,"In the 1880s Monet began to take regular painting trips to the Normandy coast, studying the rugged and dramatic scenery in the changeable weather conditions.",sourceevent2008,Paint,1881,,Normandy,"Monet, Claude",,,,,,,414f013e-c711-11e2-8753-002590937d1c,,EOL
event2007,user23,French artists embrace plein-air painting,"Artists now ventured outside Paris to work from nature, traveling to the<br > royal parks of Saint-Cloud and Versailles and to more far-flung areas <br >of the country. No destination was more popular than the Forest of <br >Fontainebleau and a small hamlet therein - Barbizon.",sourceevent2007,Paint,1830,,France,French Painters,,,,,,,40dc3884-c711-11e2-8753-002590937d1c,,EOL
event2006,user23,Jean-Francois Millet was born in Gruchy ,,sourceevent2006,Birth,1814,,Gruchy,"Millet, Jean-Francois",,,,,,,4085e614-c711-11e2-8753-002590937d1c,,EOL
event2005,user23,Jean-Francois Millet moves to Barbizon,"Millet spent the 1840s painting portraits and genre and pastoral scenes. In 1849 Millet fled the cholera epidemic and settles in Barbizon, a village in the Forest of Fontainebleau. There he concentrated on the agricultural themes that brought him to fame. In Barbizon he was closely associated with Theodore Rousseau, Constant Troyon and Narcisse Virgile Diaz de la Pena. Rousseau encouraged Millet to paint landscapes which he increasingly did after 1863.",sourceevent2005,Relocate,1849,,Barbizon,"Millet, Jean-Francois",,Barbizon School,,,,,403a1ebe-c711-11e2-8753-002590937d1c,,EOL
event2004,user23,The Salon in Paris is established,,sourceevent2004,Establish,1725,,Paris,Paris Salon,,,,,,,3fa8ae7a-c711-11e2-8753-002590937d1c,,EOL
event2003,user23,First public Salon exhibition,,sourceevent2003,Exhibit,1737,,Paris,Paris Salon,,,,,,,3f677c0c-c711-11e2-8753-002590937d1c,,EOL
event2002,user23,Claude Monet's 'Argenteuil Basin with a Single Sailboat' is damaged,,sourceevent2002,Damage,2012,,National Gallery of Ireland,Unknown,,,,,,,3ecad488-c711-11e2-8753-002590937d1c,,EOL
event2001,user23,American painter John Goffe Rand invented the squeezable metal paint tube,,sourceevent2001,Invent,1841,,,"Rand, John Goffe",,,,,,,3e4c54be-c711-11e2-8753-002590937d1c,,EOL
event2,user2,Eileen Gray ran a lacquerwork and furniture workshop.,,sourceevent2,Workshop,1915,1917,Chelsea|London,"Gray, Eileen|Sugawara",Lacquerwork|Furniture,,,,USD-200,,4a42a250-c6e4-11e2-8753-002590937d1c,,EOL
event199,user2,An envelope containing documentation relating to the first painting purchased by Denis Mahon was discovered.,Guercino's 'Jacob Blessing the Sons of Joseph' (1620),sourceevent216,Discover,2010,,London,"Mahon, Denis",Christian Art,Baroque,Jacob Blessing the Sons of Joseph,,,,49a4a65e-c6e4-11e2-8753-002590937d1c,,EOL
event198,user2,Denis Mahon began collecting art.,,sourceevent215,Collect,1934,,London,"Mahon, Denis",,,,,,,49591446-c6e4-11e2-8753-002590937d1c,,EOL
event197,user2,Denis Mahon traced the provenance of Guercino's Jacob Blessing the Sons of Joseph.,,sourceevent214,Research,1934,,London,"Guercino|Mahon, Denis",Christian Art,Baroque,Jacob Blessing the Sons of Joseph,,GBP-120,,490a15e4-c6e4-11e2-8753-002590937d1c,,EOL
event196,user2,J. G. Cloots wrote to Denis Mahon.,,sourceevent213,Write,1954,,London,"Guercino|Mahon, Denis|Cloots, J.G.",,Baroque,Jacob Blessing the Sons of Joseph,,,,48bbd866-c6e4-11e2-8753-002590937d1c,,EOL
event195,user2,Dr. Herman Voss identified Guercino's Jacob Blessing the Sons of Joseph as the picture referred to in Malvasia's Felsina Pittrice.,,sourceevent212,Identify,1934,,,Guercino,Christian Art,Baroque,Jacob Blessing the Sons of Joseph,,,,48864fe8-c6e4-11e2-8753-002590937d1c,,EOL
event194,user2,Denis Mahon purchased Guercino's Jacob Blessing the Sons of Joseph.,,sourceevent211,Acquire,1934,,London,"Guercino|Mahon, Denis|Cloots, J.G.",Christian Art,Baroque,Jacob Blessing the Sons of Joseph,,,,4838afd6-c6e4-11e2-8753-002590937d1c,,EOL
event193,user2,Guercino painted Jacob Blessing the Sons of Joseph.,,sourceevent210,Paint,1620,,Cento,Guercino,Christian Art,Baroque,Jacob Blessing the Sons of Joseph,,,,47e75db6-c6e4-11e2-8753-002590937d1c,,EOL
event192,user2,"Kenneth Clark, Director, National Gallery, London, wrote to Denis Mahon.",In the letter he notes that the Italian artists of the 17th century have fallen out of favour with art historians but would become popular int he future,sourceevent209,Write,1934,,London,"Clark, Kenneth|Mahon, Denis",,,,,,,476f3f02-c6e4-11e2-8753-002590937d1c,,EOL
event190,user2,Giovanni Battista Falda created an engraving of the Villa Aldobrandini.,,sourceevent207,Engrave,1691,,Villa Aldobrandini|Frascati|Rome|Italy,"Falda, Giovanni Battista|Aldobrandini Family",,,,,,,471d2c58-c6e4-11e2-8753-002590937d1c,,EOL
event189,user2,The construction of the Villa Aldobrandini,"Completed in 1550. Located in Frascati,overlooks the valley extending to Rome. ",sourceevent206,Build,1550,,Villa Aldobrandini|Frascati|Rome|Italy,Aldobrandini Family,,,,,,,46db64b2-c6e4-11e2-8753-002590937d1c,,EOL
event188,user2,Annibale Carracci's 'The Coronation of the Virgin was in the Villa Aldobrandini collection,"According to Bellori's Lives of the Modern Painters. First published in 1672, Bellori's Lives of the Modern Painters was influential in consolidating and promoting the theoretical case for classical idealism in art. As an art historical biographer, he favoured classicising artists rather than Baroque artists to the extent of omitting some of the key artistic figures of 17th century art altogether.",sourceevent205,record,1672,,Villa Aldobrandini|Frascati|Rome|Italy,"Aldobrandini Family|Bellori, Giovanni Pietro|Carracci, Annibale",,,The Coronation of the Virgin,,,,46ac556e-c6e4-11e2-8753-002590937d1c,,EOL
event187,user2,Marco Dente da Ravenna studied under Marcantonio Raimondi.,,sourceevent203,Study,1510,1520,Italy,"Ravenna, Marco Dente da|Raimondi, Marcantonio",,Renaissance,,,,,461f3968-c6e4-11e2-8753-002590937d1c,,EOL
event186,user2,Marco Dente da Ravenna engraved a copy of Raphael's Saint Cecilia after the engraving by Marcantonio Raimondi,,sourceevent200,Engrave,1514,1520,Rome,"Ravenna, Marco Dente da|Raphael|Raimondi, Marcantonio|Cecilia, Saint",Christian Art,Renaissance,Saint Cecilia,,,,45e7dfcc-c6e4-11e2-8753-002590937d1c,,EOL
event185,user2,Marcantonio Raimondi was born.,,sourceevent2b,Birth,1480,,Bologna,"Raimondi, Marcantonio",,Renaissance,,,,,4599571c-c6e4-11e2-8753-002590937d1c,,EOL
event184,user2,"Denis Mahon and his mother were photographed in their home at 33 Cadogan Square, London.",,sourceevent2a,Photograph,1911,,33 Cadogan Square|London,"Mahon, Denis|Mahon, Lady Alice",,,,,,,45592ea8-c6e4-11e2-8753-002590937d1c,,EOL
event183,user2,"Sir Denis Mahon bought Annibale Carracci's painting, The Coronation of the Virgin, for £85.",Sir Denis Mahon and London art dealer Delius Giese corresponded regularly to discuss an acceptable price for Annibale Carracci's painting 'The Coronation of the Virgin'. Mahon successfully drives the price down and agrees to buy the work for £85.,sourceevent199,Acquire,1939,,London,Denis Mahon|Delius Giese|Annibale Carracci,Christian Art,Classicism,The Coronation of the Virgin,,,,44e0cca6-c6e4-11e2-8753-002590937d1c,,EOL
event182,user2,"Denis Mahon wrote to the London art dealer, Delius Giese.",Sir Denis Mahon and London art dealer Delius Giese corresponded regularly to discuss an acceptable price for Annibale Carracci's painting 'The Coronation of the Virgin'. Mahon successfully drives the price down and agrees to buy the work for £85.,sourceevent198,Write,1939,,London,"Mahon, Denis|Giese, Delius|Carracci, Annibale",,,The Coronation of the Virgin,,,,4468b108-c6e4-11e2-8753-002590937d1c,,EOL
event181,user2,Annibale Carraci painted The Coronation of the Virgin for Cardinal Pietro Aldobrandini.,,sourceevent197,Paint,1603,,Rome,"Aldobrandini, Cardinal Pietro|Carracci, Annibale",Christian Art,Classicism,The Coronation of the Virgin,,,,43cc79b4-c6e4-11e2-8753-002590937d1c,,EOL
event179,user6,"William Scott's, Red Brown and Black, entered the IMMA collection.",It was a gift from the WIlliam Scott Foundation.,sourceevent159,Acquire,2006,,Dublin,"Irish Museum of Modern Art|WIlliam Scott Foundation|Scott, William ",,,Red Brown and Black,,,,43564046-c6e4-11e2-8753-002590937d1c,,EOL
event178,user6,William Scott began his service in the British Army.,,sourceevent158,Army Service,1942,,London,"Scott, William |British Army",,,,,,,430ca9cc-c6e4-11e2-8753-002590937d1c,,EOL
event177,user6,William Scott was buried in Northern Ireland.,"In January 1990, hewas buried in his family grave plot in Enniskillen, Fermanagh, Northern Ireland.",sourceevent157,Bury,1990,,Enniskillen|Fermanagh|Northern Ireland.,"Scott, William ",,,,,,,42cc0854-c6e4-11e2-8753-002590937d1c,,EOL
event176,user6,William Scott established an art school in Pont-Aven.,With Geoffrey Nelson.,sourceevent156,Found,1937,,Pont-Aven|France,"Scott, William |Nelson, Geoffrey|Scott, Mary Lucas",,,,,,,426bbb20-c6e4-11e2-8753-002590937d1c,,EOL
event175,user6,William Scott travelled to Italy and France with Mary Lucas Scott.,,sourceevent155,Travel,1937,,Italy|France ,"William Scott|Scott, Mary Lucas",,,,,,,42090cf0-c6e4-11e2-8753-002590937d1c,,EOL
event174,user6,William Scott married Mary Lucas.,,sourceevent154,Marry,1937,,London,"Scott, William |Scott, Mary Lucas",,,,,,,41be9ea4-c6e4-11e2-8753-002590937d1c,,EOL
event173,user6,William Scott was posted with the Royal Engineers in Wales.,"He posted with the Royal Engineers to Ruabon, in North Wales.",sourceevent153,Army posting,1944,,Ruabon|Wales,"Scott, William |Royal Engineers",,,,,,,41688082-c6e4-11e2-8753-002590937d1c,,EOL
event172,user6,The Irish Museum of Modern Art exhibited a major survey of William Scott's work.,,sourceevent152,Exhibit,1998,,Dublin|Ireland,"Irish Museum of Modern Art|Scott, William ",,,,,,,40df1f68-c6e4-11e2-8753-002590937d1c,,EOL
event171,user6,William Scott died in Somerset.,On the 28th December 1989.,sourceevent151,Death,1989,,Somerset,"Scott, William ",,,,,,,40949ec0-c6e4-11e2-8753-002590937d1c,,EOL
event170,user6,William Scott represented Great Britain at the Venice Biennale.,,sourceevent150,Exhibit,1958,,Venice|Italy,"Scott, William |Venice Biennale",,,,,,,4032eb76-c6e4-11e2-8753-002590937d1c,,EOL
event168,user6,William Scott enrolled at the Belfast School of Art.,,sourceevent148,Study,1928,,Belfast,"Scott, William |Belfast School of Art ",,,,,,,3fe0f65e-c6e4-11e2-8753-002590937d1c,,EOL
event167,user6,William Scott's family moved to Northern Ireland.,"They moved to his father's home town of Enniskillen in Fermanagh, Northern Ireland.",sourceevent147,Travel,1924,,Enniskillen|Fermanagh|Northern Ireland,"Scott, William ",,,,,,,3f97bfe8-c6e4-11e2-8753-002590937d1c,,EOL
event166,user6,William Scott was demobolised from the British Army.,,sourceevent146,Demobilise,1946,,,"Scott, William |British Army ",,,,,,,3f2be566-c6e4-11e2-8753-002590937d1c,,EOL
event165,user6,William Scott painted Berlin Blues I.,,sourceevent145,Paint,1965,,,"Scott, William",,,Berlin Blues I,,,,3ec984a2-c6e4-11e2-8753-002590937d1c,,EOL
event164,user6,William Scott painted Parallel Forms Orange.,,sourceevent144,Paint,1971,,,"Scott, William ",,,Parallel Forms Orange,,,,3e814296-c6e4-11e2-8753-002590937d1c,,EOL
event163,user6,William Scott exhibited drawings in a joint show with Francis Bacon.,,sourceevent143,Exhibit,1954,,London,"Scott, William |Bacon, Francis|Hanover Gallery",,,,,,,3e3801f8-c6e4-11e2-8753-002590937d1c,,EOL
event161,user6,William Scott resigned from his post at Bath Academy of Art.,,sourceevent141,Resign,1956,,Bath,"Scott, William |Bath Academy of Art",,,,,,,3dd8123e-c6e4-11e2-8753-002590937d1c,,EOL
event160,user6,"William Scott exhibited the series of works, Poem for a Jug, in Japan.","In 1980 in the Kasahara Gallery, Osaka, Japan.",sourceevent140,Exhibit,1980,,Osaka|Japan,"Scott, William |Kasahara Gallery",Still Life,,"Poem for a Jug, No. 11",,,,3d3a5530-c6e4-11e2-8753-002590937d1c,,EOL
event159,user6,"William Scott exhibited the series of works, Poem for a Jug, in the Gimpel Fils gallery.",,sourceevent139,Exhibit,1980,,London,"Scott, William |Gimpel Fils Gallery",Still Life,,"Poem for a Jug, No. 11",,,,3cc98832-c6e4-11e2-8753-002590937d1c,,EOL
event158,user6,William Scott exhibited at the Irish Exhibition of Living Art.,,sourceevent138,Exhibit,1950,,Dublin,"Scott, William |Irish Exhibition of Living Art",,,,,,,3c55b7a4-c6e4-11e2-8753-002590937d1c,,EOL
event157,user6,William Scott won a scholarship to the Royal Academy Schools in London.,,sourceevent137,Award,1931,,London,"Scott, William |Royal Academy Schools",,,,,,,3c212278-c6e4-11e2-8753-002590937d1c,,EOL
event156,user6,William Scott painted Red Brown and Black.,,sourceevent136,Paint,1967,,,"Scott, William ",,,Red Brown and Black,,,,3bd42478-c6e4-11e2-8753-002590937d1c,,EOL
event155,user6,William Scott's mural in the Irish Television Centre in Dublin was commissioned by architects Scott Tallon Walker.,"William Scott's mural in the Irish Television Centre was commissioned by architects of this new building, Scott Tallon Walker.",sourceevent135,Commission,1967,,RTÉ|Donnybrook|Dublin,"Scott, William |Scott Tallon Walker",,,,,,,3b7d7c72-c6e4-11e2-8753-002590937d1c,,EOL
event154,user6,William Scott created a mural for the new Irish Television Centre in Dublin.,"In 1967, William Scott completed his mural for the new Irish Television Centre in Dublin.",sourceevent134,Paint,1967,,RTÉ|Donnybrook|Dublin,"Scott, William ",,,,,,,3b334f80-c6e4-11e2-8753-002590937d1c,,EOL
event153,user6,"William Scott was born in Greenock, Scotland.","William Scott was born in Greenock, Scotland on 15th February 1913",sourceevent133,Birth,1913,,Greenock|Scotland,"Scott, William ",,,,,,,3acfd806-c6e4-11e2-8753-002590937d1c,,EOL
event152,user6,Paul Henry decided to devote himself to painting.,,sourceevent132,Decide,1910,,Achill Island,"Henry, Paul",,,,,,,3a542bde-c6e4-11e2-8753-002590937d1c,,EOL
event151B,user6,Paul Henry died.,,sourceevent22,Death,1958,,,"Henry, Paul",,,,,,,3a0c0228-c6e4-11e2-8753-002590937d1c,,EOL
event151,user2,Marcantonio Raimondi engraved a copy of Raphael's painting Saint Cecilia.,,sourceevent131,Engrave,1514,,,"Raimondi, Marcantonio|Raphael|Cecilia, Saint",Christian Art,Renaissance,Saint Cecilia,,,,39d2c738-c6e4-11e2-8753-002590937d1c,,EOL
event150,user6,Paul Henry's paintings featured in posters advertising Ireland as a tourist destination. ,"In the 1920s and 1930s several of Paul Henry's paintings featured in posters advertising Ireland as a tourist destination for holiday makers from Great Britain, Europe and the United States. ",sourceevent21,Advertise,1925,1935,,"Henry, Paul",,,,,,,397d4f38-c6e4-11e2-8753-002590937d1c,,EOL
