id,userid,title,description,objects,references,events,private,ca_sec_id,EOL
objectstory322,user2,Giordano's Allegory of Divine Wisdom,"This modello, or oil study, was made in preparation for the ceiling of the Library in the Palazzo Medici Riccardi in Florence and shows the human intellect as a kneeling youth released from the bonds of ignorance. Attended by Mathematics, who gives him wings, and Philosophy, who holds out a mirror, and Theology, he gazes up at the enthroned figure with globe and sceptre who represents Wisdom. The subject is based on a line from Petrarch's 'Rime'.<br ><br >This painting is one of a group of ten modelli, or elaborated oil studies, made in preparation for the fresco projects that Giordano created for the Palazzo Medici Riccardi in Florence.",object512,,event1035|event1043,0,5ca50400-c6e5-11e2-8753-002590937d1c,EOL
objectstory323,user2,Giordano's Allegory of Fortitude,"Fortitude, one of the four Cardinal Virtues, is seated on a lion resting on a column. She is being crowned with a laurel wreath by Honour. To the left is Constancy resting on an anchor and placing her hand in a flaming brazier. The cowering figure represents Fear, and in the centre foreground is Misery. The heroic figure on the right is Valour.<br ><br >This painting is one of a group of 10 modelli, or elaborated oil studies, made in preparation for the fresco projects that Giordano created for the Palazzo Medici Riccardi in Florence. This painting is connected with the ceiling of the Galleria.",object513,,event1035|event1044,0,5ce38a72-c6e5-11e2-8753-002590937d1c,EOL
objectstory324,user2,Giordano's Allegory of Justice,"Justice, one of the four Cardinal Virtues, is shown seated on an ostrich and carrying the scales and sword which are her attributes. To the right are Punishment and Recompense, and on the left is the masked and serpent-tailed figure of Deceit. Discord and Strife flee to the right while the flying figures above represent the effects of justice: Order, Fame and Security.<br ><br >This painting is one of a group of 10 modelli, or elaborated oil studies, made in preparation for the fresco projects that Giordano created for the Palazzo Medici Riccardi in Florence. This painting is connected with the ceiling of the Galleria.",object514,,event1035|event1045,0,5d24b9e8-c6e5-11e2-8753-002590937d1c,EOL
objectstory325,user2,Giordano's Allegory of Prudence,"Prudence, one of the four Cardinal Virtues, carries an arrow with a serpent entwined around it. The deer she rides is a symbol of prudence because it has to move cautiously on account of the weight of its antlers. The Oriental philosophers on the left represent Order and Reason. The two-faced figure with claws is Fraud, and Ignorance carries a donkey's head. In the sky are Abundance, Grace and Well-being.<br ><br >This painting is one of a group of 10 modelli, or elaborated oil studies, made in preparation for the fresco projects that Giordano created for the Palazzo Medici Riccardi in Florence. This painting is connected with the ceiling of the Galleria.",object515,,event1035|event1046,0,5d7ca3d8-c6e5-11e2-8753-002590937d1c,EOL
objectstory326,user2,Giordano's Allegory of Temperance,"Temperance, one of the four Cardinal Virtues, holds a bridle and a clock and stands beside an elephant. Sobriety holds a key and rests her foot on a dolphin. Meekness (?) receives flowers. The figures at the bottom of the composition represent Sloth, Envy and Hunger. In the sky above are Voluptuousness, Youth and Tranquillity.<br ><br >This painting is one of a group of 10 modelli, or elaborated oil studies, made in preparation for the fresco projects that Giordano created for the Palazzo Medici Riccardi in Florence. This painting is connected with the ceiling of the Galleria.",object516,,event1035|event1047,0,5dbc9646-c6e5-11e2-8753-002590937d1c,EOL
objectstory327,user2,Giordano's Apotheosis of Medici,"The male figures in the central group are members of the Medici family. The only one who has recognisable features is the figure in the centre who has the likeness of the aged Cosimo I. Above are Mars and Venus and the chariot of the Moon, preceded by Evening. At the left Saturn holds a scythe and devours one of his children. Apollo is riding the chariot of the Sun, accompanied by the Seasons and preceded by Aurora.<br ><br >This painting is one of a group of 10 modelli, or elaborated oil studies, made in preparation for the fresco projects that Giordano created for the Palazzo Medici Riccardi in Florence. This painting was for the centre of the ceiling of the Galleria.",object517,,event1035|event1048,0,5e168f16-c6e5-11e2-8753-002590937d1c,EOL
objectstory328,user2,Giordano's Minerva as Protectress of the Arts and Sciences,"Minerva, goddess of Wisdom, accompanied by Mercury, entrusts the key of knowledge to Intellect, beside whom is the naked figure of Truth. To the left is the she-wolf with the infants Romulus amd Remus, founders of Rome. Minerva gives a hammer to Artifice and Industry at whose feet lie other tools. In the background is Amphion or Eloquence, playing the viola and surrounded by birds.<br >This painting is one of a group of 10 'modelli', or elaborated oil studies, made in preparation for the fresco projects that Giordano created for the Palazzo Medici Riccardi in Florence. This painting is connected with the ceiling of the Galleria.",object518,,event1035|event1049,0,5e68df78-c6e5-11e2-8753-002590937d1c,EOL
objectstory329,user2,Giordano's Mythological Scene of Agriculture,"Ceres, goddess of the harvest, or summer, is sowing seeds in a field ploughed by Triptolemus. Flora, or spring, is seated, with her back turned, and Zephyr waters the soil. Between them is Vertumnus, protector of gardens and husband of Pomona, who is seen pruning the branches of a tree at the left. A chariot drawn by peacocks carries Juno across the sky.<br >This painting is one of a group of 10 modelli, or elaborated oil studies, made in preparation for the fresco projects that Giordano created for the Palazzo Medici Riccardi in Florence. On the ceiling of the Galleria, this scene adjoins the 'Mythological Scene with the Rape of Proserpine' and the nymphs at the left look back in fear at the sight of Pluto carrying off Proserpine.",object519,,event1035|event1050,0,5ea92362-c6e5-11e2-8753-002590937d1c,EOL
objectstory330,user2,Giordano's Mythological Scene with the Rape of Proserpine,"At the right Pluto, god of the underworld, is carrying off Proserpine, daughter of Ceres. The three-headed dog Cerberus guards the entrance to Hades and the boat of Charon waits to take souls across the River Styx. In the background the giants who challenged the gods of Olympus suffer their eternal tortures.<br >This painting is one of a group of 10 'modelli' or elaborated oil studies made in preparation for the fresco project that Giordano created for the Palazzo Medici Riccardi in Florence. On the ceiling of the Galleria, this scene adjoins the 'Mythological Scene of Agriculture'.",object520,,event1035|event1052,0,5ee6d4e6-c6e5-11e2-8753-002590937d1c,EOL
objectstory331,user2,Gleizes exhibits at the first Cubist exhibition,"This portrait of Jacques Nayral, a poet and dramatist friend of Gleizes, was exhibited at the first Cubist exhibition in 1911. Nayral was editor-in-chief of the publishing house of Figuière and was responsible for the publication of the book Du Cubisme by Gleizes and Metzinger. The portrait shows him seated out of doors, in the garden of Gleizes's house at Courbevoie.<br >Reviewing the Cubist room at the Salon d'Automne of 1911 in L'Intransigeant, Apollinaire wrote of this portrait: ‘It is a very good likeness, yet in this impressive canvas, there is not one form or colour that was not invented by the artist. This portrait has a grandiose appearance that should not escape the notice of connoisseurs.’",object521,,event1053|event522|event520|event521,0,5f287176-c6e5-11e2-8753-002590937d1c,EOL
objectstory332,user2,Mainie Jellett's pursuit of an abstract agenda,"Within a rectangle, the eye is focussed on motifs, set on a palette-like shape, part outlined in yellow and placed against other hard-edged shapes, built up like a collage. The central elements hint at seated and reclining figures, without being as specific as in her religious-inspired abstracts of the period. The 1920s were the decade when Jellett pursued her most abstract agenda, as the minimal titles, often ‘Composition’ or a number of ‘Elements’, make clear. This is an excellent example of Jellett’s engagement with modernism and the theories of Albert Gleizes (1881-1953) she had absorbed while making visits to his studio with Evie Hone (1894-1955). Having exhibited two abstract works in Dublin in 1923 (one of them Decoration, NGI 1326) that attracted great negative criticism, she was not deterred and developed her own distinctive abstract style. In the mid-1920s she exhibited with avant-garde painters in Paris, London and Versailles and was part of the Irish art section at the Olympic Games in Amsterdam in 1928. There is a sense of exploration that marks out her work, which adopts the approach and even some of the shapes familiar from Gleizes, achieved by the famous theories of ‘translation’ and ‘rotation’. She develops them with even greater rigour. She would frequently explore a theme in a series of graphite drawings. Three of these (NGI 18244-18246) show part of the development for this painting. A watercolour study, as was often made to establish the colours, is known (Peppercanister Gallery, Dublin, 2009). She pared away in places and added detailing in others to refine this non-representational language. The texture of the paint surface and canvas contribute to the tactile quality of the work, as in other pictures of the period. It has a refined notation and unusual green colouring that is very striking, hence being familiarly known as Green Abstract.<br ><br >(National Gallery of Ireland: Taking Stock Exhibition Catalogue. 2010)<br ><br >",object522,,event1054|event1055,0,145f93a4-c712-11e2-8753-002590937d1c,EOL
objectstory333,user2,Mainie Jellett 's transition from representational to abstract art.,"Mainie Jellett trained as a watercolourist with Elizabeth Yeats who gave weekly painting lessons at the Jellett household in Fitzwilliam Square. But when Jellett began to work as an abstract artist, an advocate of cubism, she relied less on watercolour and, instead, favoured the opaque medium of gouache. The density of this medium reinforced the cubist emphasis on the two-dimensional surface of a painting. A water-lily pond is an attractive image which exploits the decorative pattern-making of the water plants' leaves and flowers and probably dates from her first contact with cubism in London c. 1919. The fluidity and movement is all on the surface. There is no explicit attempt to create depth. Jellett obeys her own dictum: 'The surface is my starting point, my aim is to make it live' (MacCarvill 1958, p. 50).<br ><br >",object523,,event1056|event524,0,14a05128-c712-11e2-8753-002590937d1c,EOL
objectstory334,user2,Mainie Jellett's representational artwork,"It is not possible to classify Mainie Jellett's output under one artistic style. She was Ireland's first and best cubist artist but she also produced excellent representational works like Under the Big Top at a Circus. She was meticulous in the creation of her pictures and the National Gallery of Ireland has two preparatory drawings for this watercolour. This finished work is full of interest, gaily coloured and carefully patterned. Two circus performers stand acrobatically on their prancing white horses while the ringmaster presides rigidly under the Big Top, cracking his whip. In the right foreground, two sad-faced clowns offer tragic-comic relief to the scene. Jellett's achievement is that she creates a picture which should be full of movement but its effect on us is that of a cinematic still photograph. The action is frozen in time and we concentrate on the geometric patterns and the flat colours.<br ><br >",object524,,event1057|event1058,0,14e41782-c712-11e2-8753-002590937d1c,EOL
objectstory335,user2,Mainie Jellett's preparatory studies,"This is one of two preparatory watercolours for Jellett's Under the Big Top of a Circus owned by the National Gallery of Ireland. Jellett was a controlled and disciplined artist, who carefully planned out her works through numerous studies in pencil and watercolour.",object525,,event1057|event1058,0,151d31f2-c712-11e2-8753-002590937d1c,EOL
objectstory336,user2,Mainie Jellett and the landscape of the West of Ireland,"This sketch forms part of a collection of over 200 preparatory works by Jellett in the National Gallery. In this drawing, Jellett presents a 'purified' landscape, pared back to the essentials of form and pattern. It was during the late 1930s that she became increasingly interested in drawing West of Ireland landscapes. She wrote in the December 1940 issue of The Bell (a topical cultural journal) of the western landscape:<br >""In County Mayo I was on the seashore. I crossed a great expanse of gold-coloured sand. I climbed over rocks to a long promontory of sand banks. The scene gave an intense feeling of peace, dignity and the uttermost simplicity. The sun was brilliant and the sea ultramarine blue and white. One felt the everlasting beauty of life and death.""<br ><br >",object526,,event1059|event1060,0,15728008-c712-11e2-8753-002590937d1c,EOL
objectstory601,user23,Paris of the late Nineteenth Century,"Perhaps the prime site of modernity in the late nineteenth century was the city of Paris itself, renovated between 1853 and 1870 under Emperor Napoleon III. His prefect, Baron Haussmann, laid the plans, tearing down old buildings to create more open space for a cleaner, safer city. Also contributing to its new look was the Siege of Paris during the Franco-Prussian War (1870–71), which required reconstructing the parts of the city that had been destroyed. Impressionists such as Pissarro and Gustave Caillebotte enthusiastically painted the renovated city, employing their new style to depict its wide boulevards, public gardens, and grand buildings. The Gare Saint-Lazare was the largest and busiest train station in Paris. Early in 1877, with help from his friend Gustave Caillebotte, Claude Monet rented an apartment in the nearby rue Moncey and began the first of 12 canvases showing this icon of modernity. He displayed seven of them, including this one, at the third Impressionist exhibition, in April of that year. Legend has it that he arranged to have the standing locomotives stoked with extra coal so that he could observe and paint the effects of belching steam—dull gray when trapped inside the station, white and cloudlike when seen against the sky.",object609,,event2003|event2004|event2013,0,5f5dbe8a-c6e5-11e2-8753-002590937d1c,EOL
objectstory602,user23,The Paris Salon,"The Salon, established in 1725 was the official art exhibition of the <br >Académie des Beaux-Arts in Paris, France. Between 1748–1890 it was the <br >greatest annual or biannual art event in the Western world and <br >exhibition at the Salon de Paris was essential for any artist to achieve<br > success in France. The increasingly conservative and academic juries were not receptive to the Impressionist painters, whose works were usually rejected, or poorly placed if accepted. The Salon opposed the shift away from traditional painting styles espoused by the Impressionists. In 1863 the Salon jury turned away an unusually high number of the submitted paintings. An uproar resulted, particularly from regular exhibitors who had been rejected. Monet’s work appeared again at the Salon in 1866 and 1868, but, having been rejected in the intervening year and with further rejections in 1869 and 1870, he did not submit works thereafter except once, in 1880.<br ><br >",object603,,event2003|event2004|event2013|event2015,0,5f86f23c-c6e5-11e2-8753-002590937d1c,EOL
objectstory603,user23,Claude Monet attempts to bring new realism to Paris Salon,"In 1865 Monet began a daring project, his Déjeuner sur l’Herbe, attempting to bring the freshness of outdoor painting to a canvas of life-size <br >figures gathered at a picnic in the forest setting. The painting was intended to make his mark in dramatic fashion at the Salon of 1866, but, working in his Paris studio, he failed to complete the monumental (c.4.5×6.0 m) canvas in time. In his next major painting, Women in the Garden (1866–7), Monet sought to approach a contemporary subject on a large but more manageable scale (2.56×2.08 m), a canvas that would be executed from start to finish out of doors. Despite his efforts he failed to complete the work at the site, not finishing it until the following winter. Consistent with the shift from plein-air to studio, the finished painting demonstrates a flattened, decorative treatment of <br >figures and space, aided by the introduction of delicately coloured blue shadows in a system of close-valued hue relationships that deviate from the traditional form-defining technique of chiaroscuro. It was probably such innovations that resulted in his first rejection when he submitted the painting to the Salon of 1867.<br >  <br ><br >  <br >  ",object609,,event2003|event2004|event2013,0,161c0aba-c712-11e2-8753-002590937d1c,EOL
objectstory604,user23,Claude Monet in La Grenouillère,"In 1869 Monet worked alongside Renoir at La Grenouillère, a popular boating and bathing spot on the Seine near Paris. Both artists were aiming once again towards the Salon, at which they hoped (as had Monet in 1865 with Déjeuner sur l’herbe) to make an impact with a large-scale depiction of a contemporary subject. Neither artist succeeded in producing such a painting, Monet ruefully referring to the ‘bad sketches’ with which he had to be content (letter to Bazille, 25 Sept). These sketches, however, became the hallmark of a new style of painting. In such works as Monet’s version of La Grenouillère the traditional academic sketch was in effect reinvented and converted into the Impressionist tableau. The fragmented, varied brushwork of this painting suggests the ephemeral character of the subject and reveals the means by which the illusion of the scene was created.",object602,,,0,164f8dc2-c712-11e2-8753-002590937d1c,EOL
objectstory605,user23,"Art Critic, Louis Leroy's, reception of Impression Sunrise by Claude Monet","Claude Monet's Impression, Sunrise (Musée Marmottan Monet, Paris) exhibited in 1874, gave the Impressionist movement its name when the critic Louis Leroy accused it of being a sketch or ""impression,"" not a finished painting. It demonstrates the techniques many of the independent Impressionist artists adopted: short, broken brushstrokes that barely convey forms, pure unblended colors, and an emphasis on the effects of light. Rather than neutral white, grays, and blacks, Impressionists often rendered shadows and highlights in color. The artists' loose brushwork gives an effect of spontaneity and effortlessness that masks their often carefully constructed compositions, such as in Alfred Sisley's 1878 Allée of Chestnut Trees. This seemingly casual style became widely accepted, even in the official Salon, as the new language with which to depict modern life.",object603,,event2023|event2016,0,167d633c-c712-11e2-8753-002590937d1c,EOL
objectstory606,user23,Claude Monet in Argenteuil,"From 1872 to 1876 Argenteuil became the hub of Impressionist painting. Renoir, Sisley, Pissarro, Edouard Manet and Gustave Caillebotte were each drawn there in turn by the magnetic presence of Monet, whose paintings of the Seine, the interior of the town and the garden settings of his house placed their powerful stamp on the movement’s evolution. During the first two years at Argenteuil, Monet profited from the support of Durand-Ruel, who began to purchase the paintings of Monet and his friends. When declining fortunes led Durand-Ruel to suspend his purchases towards the end of 1873, the painters revived the idea of holding an independent exhibition that they had first considered in the mid-1860s. Monet was one of the leading figures in the formation of the Société Anonyme des Artistes Peintres, Sculpteurs, Graveurs etc, which held its first exhibition in April 1874 at the recently vacated galleries of the photographer Nadar on the Boulevard des Capucines in the centre of Paris.",object604,,event2019,0,16afdb46-c712-11e2-8753-002590937d1c,EOL
objectstory607,user23,Claude Monet in Giverny,"Monet moved to rural Giverny in 1883. His homes and gardens became gathering places for friends, including Manet and Renoir, who often painted alongside their host. Following in the path of the Barbizon painters, who had set up their easels in the Fontainebleau Forest earlier in the century, Monet adopted and extended their commitment to close observation and naturalistic representation. Whereas the Barbizon artists painted only preliminary sketches en plein air, Monet often worked directly on large-scale canvases out of doors, then reworked and completed them in his studio. His quest to capture nature more accurately also prompted him to reject European conventions governing composition, color, and perspective. Influenced by Japanese woodblock prints, Monet's asymmetrical arrangements of forms emphasized their two-dimensional surfaces by eliminating linear perspective and abandoning three-dimensional modeling. He brought a vibrant brightness to his works by using unmediated colors, adding a range of tones to his shadows, and preparing canvases with light-colored primers instead of the dark grounds used in traditional landscape paintings.In the 1910s and '20s, Monet focused almost exclusively on the picturesque water-lily pond that he created on his property at Giverny. His final series depicts the pond in a set of mural-sized canvases where abstract renderings of plant and water emerge from broad strokes of color and intricately built-up textures. Shortly after Monet died, the French government installed his last water-lily series in specially constructed galleries at the Orangerie in Paris, where they remain today.",object606,,event2018,0,16e26a48-c712-11e2-8753-002590937d1c,EOL
objectstory608,user23,Claude Monet's Series Paintings,"Monet's interest in recording perceptual processes reached its apogee in his series paintings (e.g., Haystacks [1891], Poplars [1892], Rouen Cathedral [1894]) that dominate his output in the 1890s. In each series, Monet painted the same site again and again, recording how its appearance changed with the time of day. Light and shadow seem as substantial as stone in his Rouen Cathedral series. Monet reports that he rented a room across from the cathedral's western facade in 1892 and 1893, where he kept multiple canvases in process and moved from one to the next as the light shifted. In 1894, he reworked the canvases to their finished states. In the 1910s and '20s, Monet focused almost exclusively on the picturesque water-lily pond that he created on his property at Giverny. His final series depicts the pond in a set of mural-sized canvases where abstract renderings of plant and water emerge from broad strokes of color and intricately built-up textures. Shortly after Monet died, the French government installed his last water-lily series in specially constructed galleries at the Orangerie in Paris, where they remain today.",object606,,event2010|event2009,0,1713b3d2-c712-11e2-8753-002590937d1c,EOL
objectstory609,user23,The Paris Salon's Rejection of Claude Monet's 'Women in the Garden',"Monet enjoyed limited success in the Paris Salon in his early years, with a handful of landscapes, seascapes, and portraits accepted for exhibition at the annual Salons of the 1860s. In the late 1860s he began to focus more on contempory subject matter and a more fluid painting style to capture a more atmospheric naturalism. After his failure to complete Dejeuner sur l'Herbe, Monet sought to approach a contemporary subject on a large but more managable scale and execute the painting from start to finish outdoors. Despite his efforts he failed to complete Women in the Garden at the site, not finishing it until the following winter of 1867. Consistent with the shift from plein-air to studio, the finished painting demonstrates a flattened, decorative treatment of figures and space, aided by the introduction of delicately coloured blue shadows in a system of close-valued hue relationships that deviate from the traditional form-defining technique of chiaroscuro. The painting was rejected for inclusion in the Salon of 1867 and inspired Monet to join with Edgar Degas, Édouard Manet, Camille Pissarro, Renoir, and others in establishing an independent exhibition in 1874.",object607,,event2015,0,1740b8f0-c712-11e2-8753-002590937d1c,EOL
objectstory610,user23,The Barbizon School and the Revival of Landscape Painting,"In early nineteenth-century France, landscape painting was narrowly circumscribed by an aesthetic code upheld by the conservative French Academy. Painters and sculptors were rigorously trained in the Neoclassical tradition to emulate artists of the Renaissance and classical antiquity. In the hierarchy of historical subjects recognized by the Academy, pure landscape painting was not a privilege. At best, artists could hope to paint an idealized nature inspired by ancient poetry, as seen in the work of seventeenth-century painters Nicolas Poussin and Claude Lorrain. Following in the path of Poussin and Claude, those eager to paint from nature went to Italy to paint and draw directly in the landscape. In 1816, the French Academy introduced a Prix de Rome in historical landscape painting. The prize, awarded every four years, enabled its laureate to live and work at the Villa Medici in Rome. Intended to restore history painting to its seventeenth-century glory, the new Prix de Rome actually prompted a frenzy of excitement over landscape painting. The exhibition of John Constable's pictures at the Paris Salon of 1824 further set the stage for this new genre in France. In warm weather, artists now ventured outside Paris to work from nature, traveling to the royal parks of Saint-Cloud and Versailles and to more far-flung areas of the country. No destination was more popular than theForest of Fontainebleau and a small hamlet therein - Barbizon. Despite differing in age, technique, training, and lifestyle, the artists of the Barbizon School collectively embraced their native landscape, particularly the rich terrain of the Forest of Fontainebleau. They shared a recognition of landscape as an independent subject, a determination to exhibit such paintings at the conservative Salon, and a mutually reinforcing pleasure in nature",object608,event2005|event2006|event2007,,0,1770f628-c712-11e2-8753-002590937d1c,EOL
objectstory611,user23,Effet du Soir' by Jean-François Millet,"Also known as L'Homme à la veste, for the unusual gesture of a solitary worker struggling into his coat sleeve at the end of his day's labors, the painting belongs to a group of memorable images with which Millet captured the hardships as well as the quiet dignity of life on the vast agricultural plain outside his Barbizon village. The development of naturalism -- that is, the unidealized depictions of nature, usually scenes of rural life and countryside -- at the start of the nineteenth century was due in large measure to a reaction against the strictures of academic art and the excesses of romanticism. Commercially available paint sold in tubes was mass-produced by the 1830s, enabling artists to work outdoors with relative ease, and production of drawn and painted sketches outdoors became a component of artistic training. The purpose was to train the hand in response to what the eye saw, and such sketches also constituted a repertoire of varied backgrounds for history paintings. Some artists, however, valued the studies in their own right.",object608,,event2006|event2005,0,17a17514-c712-11e2-8753-002590937d1c,EOL
objectstory612,user23,Claude Monet's 'Argenteuil Basin with a Single Sailboat' is damaged.,"Claude Monet's 'Argenteuil Basin with a Single Sailboat' was seriously damaged in an incident at the National Gallery of Ireland on the 29th June 2012. A large hole was made in the 1874 painting, when a member of the public lunged at it in the gallery. A man was arrested in relation to the attack. The damaged painting was bequeathed to the National Gallery by the musicologist – and one of the founders of the Abbey Theatre – Edward Martyn, along with six other works by Degas, Corot and others, in 1924.<br ><br >",object605,,event2002,0,17cd8a1e-c712-11e2-8753-002590937d1c,EOL
objectstory337,user2,Jellett's attempt to marry the International Style with a national style of art.,This painting is a good example of how Mainie Jellett attempted to marry her Cubist style with the imagery and subject matter familiar to the Irish audience. ,object527,,event1062,0,1803bbf2-c712-11e2-8753-002590937d1c,EOL
objectstory613,user23,Nicolas Poussin's Landscapes: Arcadian Visions,"From the outset, Nicolas Poussin was as concerned with landscape settings as with narrative subjects. An ardent student of nature, he transformed the genre to suit his elevated notion of the Grand Manner. The mere transcription of visual experience – landscape as an imitation of the world around us – did not interest him. He did not paint topographical views, and identifiable sites in his work are rare. In his landscapes we encounter nature reconfigured and ennobled – not as it is in everyday life, but as we might imagine it to be. ",object613,,,0,0ad9e9f4-dde4-11e2-8753-002590937d1c,EOL
objectstory614,user23,Landscape with a Man killed by a Snake,The landscape has been carefully constructed to lead the viewer through the stages of this drama with figures placed on alternately light and dark receding strips of ground. The figures' theatrical poses communicate a sense of movement and drama through being set on a diagonal.,object613,,,0,0b17a320-dde4-11e2-8753-002590937d1c,EOL
objectstory615,user23,19th Century Landscape Painting in France,"Between 1800 and 1900, French landscape painting underwent a remarkable transformation from a minor genre rooted in classical traditions to a primary vehicle for artistic experimentation. Some of the most important trends in the development of modernist art, such as the elevation of contemporary subjects, the rejection of illusionism, and the emphasis on the act of painting, first emerged in the landscapes of this era. ",object613,,event2007,0,0b499376-dde4-11e2-8753-002590937d1c,EOL
objectstory616,user23,Eugene Boudin and Claude Monet,"Eugene Boudin's masterful and convincing representation of light effects, such as the sunset in this picture of 1865, profoundly influenced Claude Monet when he was young. The two artists worked together on the Normandy coast in the summer of 1865.",object614,,event2012|event2014|event2011,0,0b9686b8-dde4-11e2-8753-002590937d1c,EOL
objectstory617,user23,Claude Monet challenges the hierarchy of History Painting within the French Academy,The French Academy deemed that only “history painting” was great painting. These young Realists and Impressionists opened the door to dismantling this hierarchy of subject matter. They believed that landscapes and genres scenes were worthy and important. ,object605,,event2014,0,0bc840ea-dde4-11e2-8753-002590937d1c,EOL
objectstory618,user23,Claude Monet's use of colour,"In his landscapes and genre scenes of contemporary life, Monet attempted to capture specific atmospheric conditions—light flickering on water, moving clouds, a burst of rain. He painted small commas of pure color one next to another. The viewer would stand at a reasonable distance so that the eye would mix the individual marks, thus blending the colors together optically. This method created more vibrant colors than those colors mixed on a palette. ",object603,,event2014|event2001,0,0bfc1546-dde4-11e2-8753-002590937d1c,EOL
objectstory619,user23,Claude Monet's influence on the Post-Impressionist movement,"Though Monet is the quintessential Impressionist, his series paintings of the 1890s exhibit an interest in perceptual and artistic processes generally associated with the Post-Impressionists. Depicting the same sites again and again at different times of day and under varying weather conditions, Monet emphasized how optical effects altered his perception of the world. The Post-Impressionists, including artists as diverse as Paul Cézanne, Vincent van Gogh, Georges Seurat, and Paul Signac, did not exhibit together and were never a unified group, but they shared a commitment to exploring the mechanisms of artmaking. ",object523,,event2010,0,0c30db96-dde4-11e2-8753-002590937d1c,EOL
objectstory620,user23,View at Rouelles le Havre,"In 1857, when he was sixteen, Monet met the marine painter Eugene Boudin who took an interest in the young man and invited him along to paint in the open air. Later, Monet said that the experience was a revelatory one for him: "" Boudin, with untiring kindness undertook my education. My eyes were finally opened and I really understood nature; I learned at the same time to love it"". Boudin became Monet's unofficial teacher for several years, and his gift for painting skies was matched by the talents of the younger artist.",object615,,event2011,0,0c60aae2-dde4-11e2-8753-002590937d1c,EOL
objectstory621,user23,Claude Monet studies under Dutch landscape painter Johann Barthold Jongkind,"Of great consequence for Monet’s development was the friendship and <br >informal tutelage of the Dutch landscape painter Johann Barthold <br >Jongkind, whom Monet met in 1862. The combined teaching of Boudin and <br >Jongkind proved formative for Monet’s future direction as a landscape <br >painter.",object605,,event2025,0,0c9a4694-dde4-11e2-8753-002590937d1c,EOL
objectstory622,user23,Impression Sunrise,"The rejection of Monet's painting 'Women in the Garden' (1866; Musée d'Orsay, Paris) to the Annual Paris Salon, inspired Monet to join with Edgar Degas, Édouard Manet, Camille Pissarro, Renoir, and others in establishing an independent exhibition in 1874. The exhibition opened in Paris on April 15th and was held at 35 Boulevard des Capucines on the top floor and former studio of the photographer Gaspard-Felix Tournachon, better known as Nadar. Impression: Sunrise (1873; Musée Marmottan Monet, Paris), one of Monet's contributions to this exhibition, drew particular scorn for the unfinished appearance of its loose handling and indistinct forms. Yet the artists saw the criticism as a badge of honor, and subsequently called themselves ""Impressionists"" after the painting's title, even though the name was first used derisively.",object603,,event2023|event2016,0,0cd53772-dde4-11e2-8753-002590937d1c,EOL
objectstory623,user23,Reaction to Impression Sunrise,"Critic Louis Leroy, inspired by the painting's name, titled his hostile review of the Impressionist Exhibition in Le Charivari newspaper, ""The Exhibition of the Impressionists"", thus inadvertently naming the new art movement. He wrote: ""Impression—I was certain of it. I was just telling myself that, since I was impressed, there had to be some impression in it … and what freedom, what ease of workmanship! Wallpaper in its embryonic state is more finished than that seascape.""",object603,,event2023|event2016,0,0d0ef106-dde4-11e2-8753-002590937d1c,EOL
objectstory501,user6,Liberty leading the People,"Robert Ballagh was born in Dublin in 1943. He studied architecture at the Dublin Institute of Technology and began painting in the 1960s without any formal training. He first exhibited in 1967 at the Irish Exhibition of Living Art and his work has been featured in numerous exhibition and collections. He was influenced by Pop Art and his work developed towards photo-realism in the late 1970s. A large body of his work comprises portraits of well known twentieth century figures. A versatile artist, his work also encompasses graphic design, stage design and illustration. During the late 1960s, the Northern Ireland troubles politicised a number of Irish artists, such as Robert Ballagh, who responded directly in a range of works. Ballagh created several works which reinterpreted the material of classical artists whose work depicted scenes of political upheaval and violence, such as Francisco Goya and Jacques- Louis David. These works reflect Ballagh’s own concerns about social and political issues.<br >This painting is an interpretation of Liberty Leading the People (1830), a painting by the French Romantic painter, Eugene Delacroix. The subject matter of Delacroix’s painting is the turmoil and violence that continued on the streets of Paris following the French Revolution in 1789. In France, Liberty is depicted as a lady, her image is influenced by the statues of Ancient Greece, explaining her partial nudity and alluding to the ideals of democracy that began in Ancient Greece and Rome. Liberty charges forward holding the French flag to represent democracy. To the right of Liberty is a figure representing the working class and to the left a figure representing the middle class. At her feet we see fallen men, victims of the battle. The figure on the left in a nightshirt refers to the cruelty of the King’s soldiers who often killed men in their beds. The figure on the right is one of the King’s soldiers. Behind Liberty a mob of men surge forward and in the background the city is shrouded in smoke.<br >Ballagh uses a range of media in his work including paint, printmaking, collage and montage. He also works as a graphic artist and has designed stamps for An Post as well as set design and illustration. In this work, Ballagh recreates the composition of Delacroix’s painting but, in keeping with the graphic style of Pop Art, he simplified the elements of colour, tone and texture, reducing the image to a bold outline using flat, opaque areas of colours. The use of subtle grey, blue and navy in the figures and background provides a tonal quality to the work.<br >A version of this work has also been recreated using the technique of silkscreen printing which facilitates the creation of smooth, flat areas of paint.His use of solid outlines, flat colouring and the appropriation of contemporary imagery to document our time is characteristic of the Pop Art movement, and this style is evidenced in other work of the period by Valerio Adami, Richard Hamilton, Patrick Caulfield and Tim Mara.<br ><br >",object61,,event23|event24|,0,0d5e51d8-dde4-11e2-8753-002590937d1c,EOL
